"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,14,16,16,18,20,20,21,21,22,10,12,12,14,14,16,18,18,20,21,10,10,12,14,18,10
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,12,15,16,16,19,20,20,21,21,22,11,12,12,15,15,16,19,19,20,21,11,11,12,15,19,11
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,13,16,16,17,20,20,21,21,22,1,4,4,13,13,16,17,17,20,21,1,1,4,13,17,1
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,14,16,16,18,20,20,21,21,22,2,4,4,14,14,16,18,18,20,21,2,2,4,14,18,2
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,4,15,16,16,19,20,20,21,21,22,3,4,4,15,15,16,19,19,20,21,3,3,4,15,19,3
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,13,16,16,17,20,20,21,21,22,5,8,8,13,13,16,17,17,20,21,5,5,8,13,17,5
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,14,16,16,18,20,20,21,21,22,6,8,8,14,14,16,18,18,20,21,6,6,8,14,18,6
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,8,15,16,16,19,20,20,21,21,22,7,8,8,15,15,16,19,19,20,21,7,7,8,15,19,7
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
16,20,21,22,22,12,13,16,16,17,20,20,21,21,22,9,12,12,13,13,16,17,17,20,21,9,9,12,13,17,9
